Province/State,Country/Region,Date,Metric,Count
"Hawaii","US",2020-03-17,Confirmed,10
"Montana","US",2020-03-17,Confirmed,9
"Manitoba","Canada",2020-03-17,Confirmed,8
"New Brunswick","Canada",2020-03-17,Confirmed,8
"Idaho","US",2020-03-17,Confirmed,8
"Nova Scotia","Canada",2020-03-17,Confirmed,7
"Saskatchewan","Canada",2020-03-17,Confirmed,7
"Puerto Rico","US",2020-03-17,Confirmed,5
"Newfoundland and Labrador","Canada",2020-03-17,Confirmed,3
"Alaska","US",2020-03-17,Confirmed,3
"Guam","US",2020-03-17,Confirmed,3
"North Dakota","US",2020-03-17,Confirmed,3
"Virgin Islands","US",2020-03-17,Confirmed,2
"Prince Edward Island","Canada",2020-03-17,Confirmed,1
"West Virginia","US",2020-03-17,Confirmed,1
"New York","US",2020-03-18,Confirmed,2495
"Washington","US",2020-03-18,Confirmed,1014
"California","US",2020-03-18,Confirmed,751
"Florida","US",2020-03-18,Confirmed,314
"New Jersey","US",2020-03-18,Confirmed,267
"Louisiana","US",2020-03-18,Confirmed,257
"Ontario","Canada",2020-03-18,Confirmed,221
"Massachusetts","US",2020-03-18,Confirmed,218
"Georgia","US",2020-03-18,Confirmed,199
"British Columbia","Canada",2020-03-18,Confirmed,186
"Colorado","US",2020-03-18,Confirmed,184
"Texas","US",2020-03-18,Confirmed,173
"Illinois","US",2020-03-18,Confirmed,162
"Pennsylvania","US",2020-03-18,Confirmed,152
"Alberta","Canada",2020-03-18,Confirmed,97
"Quebec","Canada",2020-03-18,Confirmed,94
"Wisconsin","US",2020-03-18,Confirmed,92
"Ohio","US",2020-03-18,Confirmed,86
"Maryland","US",2020-03-18,Confirmed,85
"Michigan","US",2020-03-18,Confirmed,83
"Tennessee","US",2020-03-18,Confirmed,79
"Minnesota","US",2020-03-18,Confirmed,77
"Virginia","US",2020-03-18,Confirmed,77
"North Carolina","US",2020-03-18,Confirmed,70
"Connecticut","US",2020-03-18,Confirmed,68
"Oregon","US",2020-03-18,Confirmed,68
"Nevada","US",2020-03-18,Confirmed,55
"Utah","US",2020-03-18,Confirmed,51
"Diamond Princess","US",2020-03-18,Confirmed,47
"South Carolina","US",2020-03-18,Confirmed,47
"Alabama","US",2020-03-18,Confirmed,46
"Maine","US",2020-03-18,Confirmed,42
"Indiana","US",2020-03-18,Confirmed,39
"Mississippi","US",2020-03-18,Confirmed,34
"Arkansas","US",2020-03-18,Confirmed,33
"Rhode Island","US",2020-03-18,Confirmed,33
"District of Columbia","US",2020-03-18,Confirmed,31
"Iowa","US",2020-03-18,Confirmed,29
"Arizona","US",2020-03-18,Confirmed,27
"Kentucky","US",2020-03-18,Confirmed,27
"New Hampshire","US",2020-03-18,Confirmed,26
"Nebraska","US",2020-03-18,Confirmed,24
"New Mexico","US",2020-03-18,Confirmed,23
"Delaware","US",2020-03-18,Confirmed,19
"Oklahoma","US",2020-03-18,Confirmed,19
"Kansas","US",2020-03-18,Confirmed,18
"Missouri","US",2020-03-18,Confirmed,18
"Vermont","US",2020-03-18,Confirmed,18
"Manitoba","Canada",2020-03-18,Confirmed,15
"Wyoming","US",2020-03-18,Confirmed,15
"Hawaii","US",2020-03-18,Confirmed,14
"Nova Scotia","Canada",2020-03-18,Confirmed,12
"New Brunswick","Canada",2020-03-18,Confirmed,11
"Montana","US",2020-03-18,Confirmed,11
"South Dakota","US",2020-03-18,Confirmed,11
"Idaho","US",2020-03-18,Confirmed,9
"Saskatchewan","Canada",2020-03-18,Confirmed,8
"Alaska","US",2020-03-18,Confirmed,6
"North Dakota","US",2020-03-18,Confirmed,6
"Guam","US",2020-03-18,Confirmed,5
"Puerto Rico","US",2020-03-18,Confirmed,5
"Newfoundland and Labrador","Canada",2020-03-18,Confirmed,3
"United States Virgin Islands","US",2020-03-18,Confirmed,2
"Virgin Islands","US",2020-03-18,Confirmed,2
"Prince Edward Island","Canada",2020-03-18,Confirmed,1
"US","US",2020-03-18,Confirmed,1
"West Virginia","US",2020-03-18,Confirmed,1
"New York","US",2020-03-19,Confirmed,5365
"Washington","US",2020-03-19,Confirmed,1376
"California","US",2020-03-19,Confirmed,952
"New Jersey","US",2020-03-19,Confirmed,742
"Illinois","US",2020-03-19,Confirmed,422
"Florida","US",2020-03-19,Confirmed,417
"Louisiana","US",2020-03-19,Confirmed,392
"Michigan","US",2020-03-19,Confirmed,334
"Massachusetts","US",2020-03-19,Confirmed,328
"Georgia","US",2020-03-19,Confirmed,287
"Colorado","US",2020-03-19,Confirmed,277
"Texas","US",2020-03-19,Confirmed,260
"Ontario","Canada",2020-03-19,Confirmed,257
"British Columbia","Canada",2020-03-19,Confirmed,231
"Pennsylvania","US",2020-03-19,Confirmed,206
"Connecticut","US",2020-03-19,Confirmed,159
"Wisconsin","US",2020-03-19,Confirmed,159
"Tennessee","US",2020-03-19,Confirmed,154
"North Carolina","US",2020-03-19,Confirmed,123
"Quebec","Canada",2020-03-19,Confirmed,121
"Alberta","Canada",2020-03-19,Confirmed,119
"Ohio","US",2020-03-19,Confirmed,119
"Maryland","US",2020-03-19,Confirmed,107
"Virginia","US",2020-03-19,Confirmed,99
"Nevada","US",2020-03-19,Confirmed,95
"Minnesota","US",2020-03-19,Confirmed,89
"Oregon","US",2020-03-19,Confirmed,88
"South Carolina","US",2020-03-19,Confirmed,81
"Utah","US",2020-03-19,Confirmed,80
"Alabama","US",2020-03-19,Confirmed,78
"Arkansas","US",2020-03-19,Confirmed,62
"Indiana","US",2020-03-19,Confirmed,60
"Maine","US",2020-03-19,Confirmed,52
"Mississippi","US",2020-03-19,Confirmed,50
"Diamond Princess","US",2020-03-19,Confirmed,47
"Arizona","US",2020-03-19,Confirmed,45
"Iowa","US",2020-03-19,Confirmed,44
"New Hampshire","US",2020-03-19,Confirmed,44
"Oklahoma","US",2020-03-19,Confirmed,44
"Rhode Island","US",2020-03-19,Confirmed,44
"District of Columbia","US",2020-03-19,Confirmed,40
"Kentucky","US",2020-03-19,Confirmed,37
"New Mexico","US",2020-03-19,Confirmed,35
"Kansas","US",2020-03-19,Confirmed,34
"Missouri","US",2020-03-19,Confirmed,31
"Delaware","US",2020-03-19,Confirmed,30
"Nebraska","US",2020-03-19,Confirmed,29
"Vermont","US",2020-03-19,Confirmed,22
"North Dakota","US",2020-03-19,Confirmed,18
"Wyoming","US",2020-03-19,Confirmed,18
"Manitoba","Canada",2020-03-19,Confirmed,17
"Saskatchewan","Canada",2020-03-19,Confirmed,16
"Hawaii","US",2020-03-19,Confirmed,16
"Nova Scotia","Canada",2020-03-19,Confirmed,14
"Guam","US",2020-03-19,Confirmed,12
"New Brunswick","Canada",2020-03-19,Confirmed,11
"Idaho","US",2020-03-19,Confirmed,11
"Montana","US",2020-03-19,Confirmed,11
"South Dakota","US",2020-03-19,Confirmed,11
"Alaska","US",2020-03-19,Confirmed,9
"Puerto Rico","US",2020-03-19,Confirmed,5
"Newfoundland and Labrador","Canada",2020-03-19,Confirmed,3
"Virgin Islands","US",2020-03-19,Confirmed,3
"Prince Edward Island","Canada",2020-03-19,Confirmed,2
"United States Virgin Islands","US",2020-03-19,Confirmed,2
"West Virginia","US",2020-03-19,Confirmed,2
"US","US",2020-03-19,Confirmed,1
